Label,Message
info,"[Potbelly Sandwich Works] Hi Henry, your reservation is confirmed for 19 people on 2014-03-12 at 3:22. We can hold your table for a maximum of 33 mins."
spam,"Dear Customer, You have made a Debit Card purchase of INR2,150.00 on 05 Dec. Info.VPS*BANGALORE P. Your Net Available Balance is INR 80,266.21."
info,The PNR for your JET Airways Flt 4K667 for DMU-LDA on 2010-09-02 at 19:51 hrs  is MJO1V6. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,The PNR for your SPICE JET Flt 8R113 for LUH-GOP on 2013-10-01 at 7:58 hrs  is JQV6RI. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,Bill dated 2014-10-13 for Rs 835 has been generated for your Jio fixedline/broadband relationship no. 66182355. The same will reach you by 2014-10-16. Due date: 2014-10-28.
ham,"john, mary and tom will meet in total"
ham,I need to ping Eve every Friday @ 6.30 pm at his place
info,"Dear Guest, Thanks for choosing Spur Steak Ranches. Order ID 6244. Delivery by 2015-05-21 10:30. Enjoy 20% discount on your next purchase. Code YVZ7BT. T&C."
ham,Okay dear..any specific time?
ham,i will call you at 5pm tomorrow
info,"Dear Guest, Thanks for choosing Bajio Mexican Grill. Order ID 3612. Delivery by 2010-05-06 22:25. Enjoy 20% discount on your next purchase. Code KBY6T3. T&C."
info,"Thank you for choosing ucabs for 2011-12-11 at 15:30. Cab:KA25W1872 , Chauffer: Raul, Cell: 9312137225 will reach you. T&C apply, visit www.ucabs.com"
info,"Repair ref.no for your car is JC83876658 opened on 2015-04-09 1:24hrs,ETD of your car is 2015-04-10 2:29hrs and est.repair amt is Rs.1954 Rgds, True Value"
info,"Dear Guest, Thanks for choosing cafe bernardo. Order ID 4644. Delivery by 2011-09-11 19:29. Enjoy 5% discount on your next purchase. Code D2F6D6. T&C."
ham,I'll leave around 9pm?
ham,lets meet 11 am to 9 pm
ham,Play some video games at my place?
spam,Cannot process request. Your mobile number is already registered. TID :55555438323
spam,Delivered: Your package withWonder and 2 other itemswas successfully delivered. More info at http://amazon.com/cBfWh1e
ham,:( Wat to do..i am not available on that day :(
ham,i am planning to go delhi on diwali
ham,my pleasure!! Pls remind me!! Other wise I will forger
info,"* KSRTC m-Ticket *  from: Ernakulam to: KASARGOD PsngrName: Brendan TripCode: 1053ErnKAS PNR No.: J25284644 JnyDate: 2009-10-11 DepTime: 10:53  SeatNo.: 32, 8, 41, 40, 51, 54, 56, 25, 30  Class: Non-AC Sleeper  BoardingPt: Ernakulam Rly Station Txn Password: 3227 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,wow!! finally her dreams come true :)
spam,OTP is 214153 for the txn of INR 18305.00 at Maruti Auto Agency on your HDFC bank Debit card ending with 6124. Valid till 11:46:17. Do not share the OTP with anyone for security reasons
info,"Dear Guest, Thanks for choosing Jimmy Buffett 's Margaritaville. Order ID 8345. Delivery by 2014-12-18 19:30. Enjoy 12% discount on your next purchase. Code C222TQ. T&C."
info,"Thank you for choosing Ola for 2012-01-12 at 4:32. Cab:KA15U4565 , Chauffer: Avery, Cell: 9218735177 will reach you. T&C apply, visit www.Ola.com"
ham,Make a note to congratulate in morn
info,YourBus (Hubli-Bengaluru 20:22) left  Chamarajpet at 21:22 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Bimal Auto Agency : Service of your car KA67E4247 is due in 55 days on 2015-06-30. Please contact us at 9274478427 to book a service.
info,"PNR:8362617423,TRAIN:15831,DOJ:2010-10-04,FC,BUG-BWD,Dep:16:51, Ashton,F4 70 , Fare:9442,SC:10.0+PG+INS"
spam,OTP is 758872 for the txn of INR 1516.00 at Paytm SELLER SERVICES on your ICICI bank Debit card ending with 4388. Valid till 20:57:55. Do not share the OTP with anyone for security reasons
ham,meeting is after half an hour
ham,John is coming to bangalore on 5th. I will meet him
ham,We will discuss IBM proposal over lunch
ham,"I was just going with friends, you can come with us if you want!"
info,Bill dated 2013-01-23 for Rs 187 has been generated for your Reliance fixedline/broadband relationship no. 38185756. The same will reach you by 2013-01-26. Due date: 2013-02-07.
spam,"Dear Customer, Your Ac XXXXXXXX5314 is credited with INR9,000.00 on 01 Jan. Info.BIL*724929741587*Part EMI*NS. Your Net Available Balance is INR73,557.18."
spam,Delivered: Your package withCipla Plast Cloth Dryer Stand - Sumo + Free 14 Pc...was successfully delivered. More info at http://jabong.com/cBfWh1e
spam,Thank You. Your FAASOS order 3250621 amounting to Rs. 581 is confirmed. Your Invoice has been sent to your registered email id. Invite friends to install App using https://earn.faasos.io/Arat5y2 & earn Rs. 125 in FAASOS Credits.
spam,Delivered: Your package withFriends kid Diaper (Easy) ...was successfully delivered. More info at http://patm.com/cBfWh1e
info,"Dear Guest, Thanks for choosing Toul. Order ID 5171. Delivery by 2013-03-17 11:52. Enjoy 29% discount on your next purchase. Code KOZGXD. T&C."
ham,lets meet weekend after 23 oct
ham,when you want me to reach there?
info,The PNR for your JET Airways Flt 1V272 for RGH-AMD on 2013-05-30 at 23:35 hrs  is SA9KYZ. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,meet lawyer at 11am
ham,vvvvvvvvvv............xxxxxxxxxxxx
info,"[Mikes] Hi Carson, your reservation is confirmed for 19 people on 2014-11-21 at 21:21. We can hold your table for a maximum of 38 mins."
ham,i should watch the hobbit on every sunday
spam,"Greetings, AirportTaxi wishes you a Happy Muharram."
info,"Welcome to Children 's Zoo at Celebration Square R.No. 477, 342, 543 Ch.In 2014-03-18 11:17 Ch.out 2014-04-13 12:00."
info,"PNR:2323268786,TRAIN:16278,DOJ:2011-01-09,AC3,BGBR-BMCK,Dep:9:39, Jackson,B2 65 , Fare:7487,SC:10.0+PG+INS"
info,"[Burger joint] Hi Andrew, your reservation is confirmed for 24 people on 2012-11-12 at 20:54. We can hold your table for a maximum of 43 mins."
info,"Hi Customer, Booking ID: W3YT4QH. Seats: GOLD-I2,I3,I4,I5,I6,I7,I8, 7 seat(s) for Ghostbusters on 2014-09-06 5:38 at Cinepolis: Binnypet Mall. Please carry your CC/DC card which was used for booking tickets."
info,"[ice-cream spot] Hi Jaxon, your reservation is confirmed for 20 people on 2010-03-15 at 20:28. We can hold your table for a maximum of 12 mins."
info,"Welcome to Karpathos Island National Airport R.No. 117, 374 Ch.In 2011-08-27 13:49 Ch.out 2011-09-20 12:00."
info,Bill dated 2013-12-08 for Rs 614 has been generated for your Reliance fixedline/broadband relationship no. 42476632. The same will reach you by 2013-12-11. Due date: 2013-12-23.
spam,"Pay What You See - No extra Convenience Fees!!!&#10;&#10;Book Air-Tickets with ZERO Processing/Convenience Fees from www.EaseMyTrip.com ,&#10;&#10;Save your hard earned money."
info,Appointment with Dr Eli in Madurai on 2014-03-24 at 23:47 is confirmed. For queries call 1800 5852 7228. Your appt. might get delayed in case the doctor is attending an emergency.
ham,meet madam on monday
info,"PNR:7653361414,TRAIN:36667,DOJ:2012-11-30,AC3,BANE-BTO,Dep:1:33, Spencer,B2 43 , Fare:5651,SC:10.0+PG+INS"
info,"Thank you for choosing AirportTaxi for 2011-08-09 at 6:54. Cab:KA47H4835 , Chauffer: Gregory, Cell: 9538416257 will reach you. T&C apply, visit www.AirportTaxi.com"
info,The PNR for your SPICE JET Flt 4B621 for PAB-TRV on 2014-04-13 at 6:16 hrs  is PUSPAT. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,remind me to pick up mary from the airport on july 17th at 5 p.m
info,"PNR:7427585646,TRAIN:6237,DOJ:2014-09-17,FC,BRYA-BTSD,Dep:7:52, Emmanuel,F6 3 , Fare:4506,SC:10.0+PG+INS"
ham,i will meet john on next saturday and coming monday morning
info,YourBus (CHANNARAYAPATNA-Mysuru 11:39) left  Hoodi at 12:39 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"Repair ref.no for your car is JC34724635 opened on 2014-09-11 0:57hrs,ETD of your car is 2014-09-12 11:11hrs and est.repair amt is Rs.2432 Rgds, Sarden Auto Agency"
spam,"Dear Customer, effective 25-Jan-17, additional 5 GB towards myHome Rewards has been added to your Airtel Broadband ID 07423027955_kk. For tips to manage your usage, click www.airtel.in/datausage"
info,"Repair ref.no for your car is JC11275353 opened on 2010-07-28 20:19hrs,ETD of your car is 2010-07-29 14:39hrs and est.repair amt is Rs.2836 Rgds, Aryan Auto Agency"
info,The PNR for your SPICE JET Flt 1M353 for NMB-ISK on 2012-03-28 at 13:29 hrs  is KL67J1. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,I have to ping Eve in Bangalore @ 6.30 pm as a reminder every 2 days
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +913328445682"
info,YourBus (MANIPAL-KANNUR 17:56) left  J P Nagar at 18:56 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,have a look at git cheatsheet
info,Appointment with Dr Vincent in HIRIYUR on 2014-12-01 at 16:31 is confirmed. For queries call 1800 2663 8364. Your appt. might get delayed in case the doctor is attending an emergency.
spam,OTP is 752677 for the txn of INR 18211.00 at Askme on your AXIS bank CREDIT card ending with 5724. Valid till 17:14:17. Do not share the OTP with anyone for security reasons
info,"[Habib 's] Hi Caleb, your reservation is confirmed for 10 people on 2014-10-18 at 4:17. We can hold your table for a maximum of 11 mins."
spam,"Dear customer, We wish you a Happy Eid-ul Fitr. Thanks for being a Askme customer."
ham,call mary on her birthday
info,Appointment with Dr Rafael in Chennai on 2012-02-16 at 13:11 is confirmed. For queries call 1800 6461 8318. Your appt. might get delayed in case the doctor is attending an emergency.
ham,Can you pick me up at 5pm?
ham,i must attend the meeting
info,Maruti Auto Agency : Service of your car KA81Q3743 is due in 62 days on 2015-05-06. Please contact us at 9452424158 to book a service.
info,"DEAR Cole, THANK YOU FOR YOUR BOOKING (ORDER ID: 31357), YOUR ORDER HAS BEEN ASSIGNED TO Tanner(9746663455) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-01-22 at 1:12. FOR ASSISTANCE WHATSAPP US ON 8831538218."
info,"Hi Customer, Booking ID: WGBBXFT. Seats: PLATINUM-M2,M3,M4,M5, 4 seat(s) for The Legend of Tarzan on 2015-08-20 9:43 at Lakshmi Digital 4K Cinema: Tavarekere. Please carry your CC/DC card which was used for booking tickets."
info,"[Shoney 's] Hi Eli, your reservation is confirmed for 20 people on 2012-11-18 at 4:29. We can hold your table for a maximum of 13 mins."
info,YourBus (KUMBAKONAM-KODAIKANAL 10:27) left  Jalahalli Cross at 11:27 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,beer party on sat or sunday
spam,Cannot process request. Your mobile number is already registered. TID :34274336146
info,"Dear Guest, Thanks for choosing Court Square Diner. Order ID 7444. Delivery by 2012-05-31 9:28. Enjoy 15% discount on your next purchase. Code NS0PVL. T&C."
info,"Hi Customer, Booking ID: WLY020N. Seats: SILVER-F11,F12,F13,F14,F15,F16,F17,F18, 8 seat(s) for Ghostbusters on 2011-11-04 16:28 at Carnival: Rockline Mall. Please carry your CC/DC card which was used for booking tickets."
ham,Remember that dentist appointment on Mon 4 root canal @ nite
spam,"Dear Air India Customer, flight 1J415 from HBX shall be boarding from gate 28J. Boarding gate closes21 mins prior to the departure time."
info,Bill dated 2015-06-22 for Rs 560 has been generated for your Idea fixedline/broadband relationship no. 18637151. The same will reach you by 2015-06-25. Due date: 2015-07-07.
info,"Hi Customer, Booking ID: WRL2IX0. Seats: PLATINUM-F1,F2,F3,F4,F5,F6, 6 seat(s) for The Jungle Book on 2014-08-22 5:41 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
ham,yes the usual 6pm
ham,bring volleyball from store
info,"PNR:7421416128,TRAIN:63441,DOJ:2015-06-06,AC3,BNSA-BRD,Dep:11:17, Spencer,B7 23 , Fare:922,SC:10.0+PG+INS"
ham,lets meet from monday to thursday
ham,Hey can you pick up Lisa from practice tomorrow?
info,Bill dated 2011-08-21 for Rs 405 has been generated for your Docomo fixedline/broadband relationship no. 62454143. The same will reach you by 2011-08-24. Due date: 2011-09-05.
info,Bill dated 2011-03-20 for Rs 518 has been generated for your Bsnl fixedline/broadband relationship no. 47816613. The same will reach you by 2011-03-23. Due date: 2011-04-04.
ham,Whats ur plan for the next year's Independence day??
spam,"Dear JET Airways Customer, flight 3K523 from NMB shall be boarding from gate 22Q. Boarding gate closes27 mins prior to the departure time."
ham,pay electricity can be paid from now to 4th
ham,Call bank tomorrow to get the queries solved.
ham,from Monday till Friday between 4PM to 6PM
spam,OTP is 115214 for the txn of INR 13566.00 at KSRTC on your SBI bank Debit card ending with 4461. Valid till 11:55:32. Do not share the OTP with anyone for security reasons
info,"PNR:6581364385,TRAIN:7625,DOJ:2013-07-24,AC3,ATP-BLSN,Dep:4:10, Richard,B6 73 , Fare:941,SC:10.0+PG+INS"
info,YourBus (SECUNDERABAD-KANNUR 8:58) left  Bellandur at 9:58 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,can u pick me up from the bus stop later?
info,"Welcome to LUZERNE BK R.No. 384, 420, 370, 212 Ch.In 2011-07-13 7:39 Ch.out 2011-08-02 12:00."
ham,lets meet monday by 6pm
info,"PNR:5682275725,TRAIN:81358,DOJ:2012-07-07,AC3,ATUL-BQR,Dep:15:21, Stephen,B1 59 , Fare:7153,SC:10.0+PG+INS"
spam,Rs.35000 is Cash Withdrawal with CHQ 288275 in Ac 000989 on 07-10-2016 .Ac Clear Balance is Rs.1622.MNSBO
info,"Welcome to CALIFORNIA UNITED BK R.No. 145, 314, 324, 438 Ch.In 2011-09-04 22:31 Ch.out 2011-09-05 12:00."
ham,See you tomorrow.
spam,OTP is 584137 for the txn of INR 1638.00 at True Value on your AXIS bank CREDIT card ending with 4365. Valid till 2:35:30. Do not share the OTP with anyone for security reasons
ham,we will watch a movie together
ham,Sure. See u at CCD @ 9
info,"PNR:2584111417,TRAIN:8528,DOJ:2013-06-01,AC3,AMLI-BGSF,Dep:18:25, Griffin,B1 67 , Fare:3276,SC:10.0+PG+INS"
ham,"Hi, Can you please call me."
spam,"Dear customer, We wish you a Happy Ram Navami. Thanks for being a Lakshmi Auto Agency customer."
spam,"Dear customer, We wish you a Happy Muharram. Thanks for being a Ola customer."
info,"DEAR Cameron, THANK YOU FOR YOUR BOOKING (ORDER ID: 33114), YOUR ORDER HAS BEEN ASSIGNED TO Oliver(9265261236) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-11-12 at 9:17. FOR ASSISTANCE WHATSAPP US ON 8331388133."
info,YourBus (ALIKE-THRISSUR 19:48) left  Bannerghatta Road at 20:48 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"* KSRTC m-Ticket *  from: MANTRALAYA to: Madurai PsngrName: Hunter TripCode: 357MANMad PNR No.: J15653628 JnyDate: 2011-02-16 DepTime: 3:57  SeatNo.: 50, 12, 37  Class: Non-AC chair  BoardingPt: MANTRALAYA Rly Station Txn Password: 8453 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"DEAR Brayden, THANK YOU FOR YOUR BOOKING (ORDER ID: 74487), YOUR ORDER HAS BEEN ASSIGNED TO Dakota(9364684852) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-06-27 at 2:15. FOR ASSISTANCE WHATSAPP US ON 8138338711."
spam,"Greetings, Air India wishes you a Happy Janmashtami."
ham,call john every morning at 7
spam,Cannot process request. Your mobile number is already registered. TID :73775551531
info,"Welcome to Zollman Zoo R.No. 561, 594, 302, 238 Ch.In 2012-03-21 23:34 Ch.out 2012-03-30 12:00."
info,"Dear Guest, Thanks for choosing Marie Callender 's. Order ID 2665. Delivery by 2014-05-16 16:18. Enjoy 16% discount on your next purchase. Code JCFQPF. T&C."
info,Bimal Auto Agency : Service of your car KA15T6323 is due in 41 days on 2011-05-19. Please contact us at 9423482545 to book a service.
ham,Want to wish Susan for her anniversary
info,"DEAR Diego, THANK YOU FOR YOUR BOOKING (ORDER ID: 61287), YOUR ORDER HAS BEEN ASSIGNED TO Skyler(9758657825) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2013-02-14 at 8:15. FOR ASSISTANCE WHATSAPP US ON 8283626838."
ham,meet mary at her birthday party at marry brown
info,"Hi Customer, Booking ID: WBO3WZ7. Seats: PLATINUM-B8,B9,B10,B11,B12,B13, 6 seat(s) for Bad Moms on 2014-09-26 17:47 at The Cinema GT World: Magadi Rd, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
info,The PNR for your SPICE JET Flt 3O787 for JLR-CCJ on 2014-05-19 at 5:14 hrs  is HQ56DQ. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,i am going with dipesh to suwon next week. i will meet him there every wed
ham,Hey am very busy now
spam,OTP is 661421 for the txn of INR 2533.00 at AirportTaxi on your HDFC bank CREDIT card ending with 7772. Valid till 7:47:39. Do not share the OTP with anyone for security reasons
info,YourBus (NELLORE-COONUR 7:15) left  Coroporation Circle at 8:15 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Delivered: Your package withReturn picked up: adidas Men's Astrolite M Conavy, Dkgrey, Eneora AA4 is returning to us. We'll notify once replacement ships. Details: http://amzn.in/1O8sb5Zwas successfully delivered. More info at http://flipkart.com/cBfWh1e"
spam,"It is quite ironical that in Vyapam scam investigation in MP, which involves admission of ineligible candidates to medical colleges, 25 witnesses have died as per BJP and 40 as per Congress. MP CM Shivraj Singh Chouhan''s name figures often as an accused and MP home minister ascribes unnatural death of witnesses as normal. There has been no CBI inquiry for years, while CBI was unleashed on govts of WB, Assam in Saradha and on Karnataka on DK Ravi murder case. Mr Modi''s Mann Ki Baat conveniently ignores all these corruption cases that characterize MP, Rajasthan and Maharashtra govt, a la Pankaja Munde"
spam,"Dear Customer, You have made a Debit Card purchase of INR590.00 on 06 Mar. Info.VPS*TELERAD RXD. Your Net Available Balance is INR 88,756.76."
info,"* KSRTC m-Ticket *  from: Dharmastala to: DAVANEGERE PsngrName: Derek TripCode: 2158DhaDAV PNR No.: J48098426 JnyDate: 2013-08-07 DepTime: 21:58  SeatNo.: 41, 51, 4, 29, 39  Class: AC Sleeper  BoardingPt: Dharmastala MG Road Txn Password: 3758 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"PNR:7617711327,TRAIN:76853,DOJ:2013-01-09,FC,BMU-BKN,Dep:19:53, Carson,F5 24 , Fare:1260,SC:10.0+PG+INS"
info,"Welcome to COASTAL BKG CO R.No. 364, 418, 516, 238 Ch.In 2009-11-09 4:24 Ch.out 2009-11-13 12:00."
spam,OTP is 114125 for the txn of INR 5728.00 at Lakshmi Auto Agency on your HDFC bank Debit card ending with 8614. Valid till 17:27:49. Do not share the OTP with anyone for security reasons
ham,"Why don’t you meet Reema sometime,she is missing you."
info,YourBus (Pune-Belagavi 14:17) left  Bellandur at 15:17 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,No I can't carry tht to station..it will be very heavy.
ham,Does 7pm work for you?
info,"Hi Customer, Booking ID: W52C39D. Seats: STANDARD-H9,H10,H11,H12,H13, 5 seat(s) for The Secret Life of Pets on 2015-07-08 10:33 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
spam,"Total TDS by Employer of PAN AFSXXXXX4P for Qtr ending Mar 31 is Rs 1,64,856 and cumulative TDS for FY 16-17 is Rs 6,87,660. View 26AS for details"
info,"Hi Customer, Booking ID: W3U6Y7I. Seats: GOLD-I15,I16,I17,I18,I19,I20,I21,I22, 8 seat(s) for The Magnificent Seven on 2015-03-25 5:54 at INOX: Garuda Swagath Mall, Jayanagar. Please carry your CC/DC card which was used for booking tickets."
spam,"Greetings, Ola wishes you a Happy Onam."
ham,the meeting will be between 9 and 9:30 tomorrow morning after breakfast
ham,Are u free this weekend??
info,"* KSRTC m-Ticket *  from: Puducherry to: HIRIYUR PsngrName: Martin TripCode: 2344PudHIR PNR No.: J87117031 JnyDate: 2015-05-08 DepTime: 23:44  SeatNo.: 58, 29, 14  Class: Non-AC chair  BoardingPt: Puducherry Rly Station Txn Password: 5431 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,"yes, see you then!"
info,Bimal Auto Agency : Service of your car KA17W4344 is due in 33 days on 2013-07-24. Please contact us at 9385755226 to book a service.
spam,Delivered: Your package withIntex Protector 726 UPSwas successfully delivered. More info at http://ebay.com/cBfWh1e
spam,OTP is 227378 for the txn of INR 3914.00 at Askme on your HDFC bank Debit card ending with 8812. Valid till 16:23:49. Do not share the OTP with anyone for security reasons
info,"Repair ref.no for your car is JC64472521 opened on 2010-12-23 4:57hrs,ETD of your car is 2010-12-24 22:26hrs and est.repair amt is Rs.803 Rgds, Maruti Auto Agency"
ham,The Fees for the same is Rs. 3000 per student..
info,"PNR:4612583356,TRAIN:48636,DOJ:2009-10-08,SL,ARP-BLMK,Dep:22:47, Hector,S1 71 , Fare:989,SC:10.0+PG+INS"
spam,"Dear Air India Customer, flight 8N235 from RRK shall be boarding from gate 4U. Boarding gate closes21 mins prior to the departure time."
ham,Ohh thats grt thanks.
ham,Ha ok y u r so angry..
info,"Thank you for choosing taxiforsure for 2013-10-11 at 22:49. Cab:KA64V3334 , Chauffer: Jesse, Cell: 9462444371 will reach you. T&C apply, visit www.taxiforsure.com"
info,"DEAR Jason, THANK YOU FOR YOUR BOOKING (ORDER ID: 13414), YOUR ORDER HAS BEEN ASSIGNED TO Camden(9368347566) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2013-05-27 at 22:56. FOR ASSISTANCE WHATSAPP US ON 8522458613."
ham,Meeting with kim at 6pm
ham,lunch tomorrow lunch tomorrow
spam,"It is lunching munching time! Get up to 25% off at Abhiruchi Hotel, Moriz Restaurant, Jaffas Biryani &amp; more. Use code FPMOH. Order goo.gl/mWgvjP *T&amp;C."
spam,Delivered: Your package with4M Car Care Microfibre Clothwas successfully delivered. More info at http://patm.com/cBfWh1e
spam,OTP is 444117 for the txn of INR 19416.00 at Air India on your HDFC bank Debit card ending with 6351. Valid till 16:46:17. Do not share the OTP with anyone for security reasons
info,Thank you for using your HDFC bank CREDITcard ending 4333 for Rs. 3001.00 in MERCARA MADIKERI at Paytm SELLER SERVICES on 2010-07-26 22:15
info,"Dear Guest, Thanks for choosing Mr. Pizza. Order ID 2634. Delivery by 2014-08-07 20:15. Enjoy 21% discount on your next purchase. Code KYF8M2. T&C."
info,Bill dated 2013-08-01 for Rs 269 has been generated for your Airtel fixedline/broadband relationship no. 62832263. The same will reach you by 2013-08-04. Due date: 2013-08-16.
info,The PNR for your SPICE JET Flt 3F561 for LDA-KTU on 2015-04-15 at 9:27 hrs  is TOYIE0. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,drop joey off at the soccer field
info,"Repair ref.no for your car is JC44565384 opened on 2011-08-05 16:52hrs,ETD of your car is 2011-08-06 6:39hrs and est.repair amt is Rs.404 Rgds, Aryan Auto Agency"
spam,"Greetings, Aircel wishes you a Happy Birthday."
info,"PNR:5633154615,TRAIN:87723,DOJ:2014-08-01,AC3,ALER-BPC,Dep:9:16, Jorge,B5 50 , Fare:1054,SC:10.0+PG+INS"
info,"Dear Guest, Thanks for choosing Gino 's Hamburgers. Order ID 1666. Delivery by 2015-04-30 20:27. Enjoy 9% discount on your next purchase. Code ILJMOR. T&C."
info,"Hi Customer, Booking ID: WDX7FLJ. Seats: STANDARD-M6,M7,M8,M9, 4 seat(s) for Sully on 2011-09-18 5:21 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
info,Aryan Auto Agency : Service of your car KA24V3111 is due in 16 days on 2012-05-26. Please contact us at 9551322244 to book a service.
spam,"Dear JET Airways Customer, flight 2H655 from NDC shall be boarding from gate 14V. Boarding gate closes23 mins prior to the departure time."
info,"[Dixy Chicken] Hi Johnny, your reservation is confirmed for 11 people on 2012-07-23 at 18:54. We can hold your table for a maximum of 39 mins."
spam,"rita( 353632 ) - professional,maya( 292603 ) - house wife are now available 047148 chat .dial 91366074 59179897 16941869 # or 288199 now Rs. 1883 /min"
info,Thank you for using your HDFC bank Debitcard ending 3115 for Rs. 1349.00 in MANDYA at Jabong on 2013-04-02 1:51
info,"Repair ref.no for your car is JC43322124 opened on 2014-05-15 8:18hrs,ETD of your car is 2014-05-16 8:42hrs and est.repair amt is Rs.2210 Rgds, Bimal Auto Agency"
ham,hey lets have a study date later tonight
info,"[Pizzeria] Hi Andy, your reservation is confirmed for 18 people on 2010-10-01 at 11:46. We can hold your table for a maximum of 40 mins."
ham,"That sounds fine, at your place?"
ham,i must not forget to call john tonight
spam,"Dear SPICE JET Customer, flight 8Y336 from IMF shall be boarding from gate 27L. Boarding gate closes14 mins prior to the departure time."
info,"* KSRTC m-Ticket *  from: Tirupathi to: KUMBAKONAM PsngrName: Eric TripCode: 213TirKUM PNR No.: J69144319 JnyDate: 2009-09-23 DepTime: 2:13  SeatNo.: 19, 43, 5, 11, 44, 51, 22, 23, 25  Class: AC chair  BoardingPt: Tirupathi Bus Stand Road Txn Password: 3316 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"Thank you for choosing ucabs for 2010-07-23 at 7:39. Cab:KA72F2223 , Chauffer: Andrew, Cell: 9584466715 will reach you. T&C apply, visit www.ucabs.com"
info,"Welcome to arena R.No. 328, 153 Ch.In 2011-11-23 10:30 Ch.out 2011-12-01 12:00."
info,YourBus (PONDICHERRY-ALIKE 13:58) left  Coroporation Circle at 14:58 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Dear Air India Customer, flight 7F272 from CCJ shall be boarding from gate 20V. Boarding gate closes12 mins prior to the departure time."
ham,Me too..den I will pick up u from CCD near ur home..dnt be late
info,"Repair ref.no for your car is JC67866842 opened on 2014-10-10 7:22hrs,ETD of your car is 2014-10-11 1:34hrs and est.repair amt is Rs.1296 Rgds, Aryan Auto Agency"
ham,show me all half marathon items
ham,hunger games??? :D
ham,whn is his b'day?
spam,Delivered: Your package withiBall Lappie Piano 424 High ...was successfully delivered. More info at http://myantra.com/cBfWh1e
info,"* KSRTC m-Ticket *  from: HASSAN to: Belagavi PsngrName: Sergio TripCode: 2055HASBel PNR No.: J98124406 JnyDate: 2012-05-18 DepTime: 20:55  SeatNo.: 40, 35  Class: Non-AC Sleeper  BoardingPt: HASSAN Bus Stand Road Txn Password: 7232 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"Dear Guest, Thanks for choosing Ciao Bella Gelato Company. Order ID 5752. Delivery by 2013-07-22 12:31. Enjoy 10% discount on your next purchase. Code EFEY48. T&C."
info,"Repair ref.no for your car is JC54466848 opened on 2013-06-06 20:41hrs,ETD of your car is 2013-06-07 21:51hrs and est.repair amt is Rs.1449 Rgds, Aryan Auto Agency"
spam,OTP is 722337 for the txn of INR 6368.00 at ShopClues on your ICICI bank CREDIT card ending with 8385. Valid till 10:56:13. Do not share the OTP with anyone for security reasons
spam,"VK-FPANDA, It's time we say hello again! Grab 15% off, use FP015 &amp; take home 15% cash back too on wallet payments. Order this exclusive offer here https://goo.gl/eldduL, 19/06/2016"
info,"Dear Guest, Thanks for choosing Steers. Order ID 4571. Delivery by 2011-09-11 10:40. Enjoy 10% discount on your next purchase. Code SXXSYK. T&C."
ham,submit fake docs
spam,"Dear SPICE JET Customer, flight 3M255 from DMU shall be boarding from gate 15R. Boarding gate closes12 mins prior to the departure time."
info,"Thank you for choosing ucabs for 2013-10-29 at 12:18. Cab:KA42Z3286 , Chauffer: Ricardo, Cell: 9647263667 will reach you. T&C apply, visit www.ucabs.com"
ham,i will meet john in itpl bangalore
